0,1
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:QfDLY0SNQAWhVEyB-Ye3PA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-04-08 14:07:24"") OR ([ds6w:modified]>""2022-04-08 14:07:24"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:QfDLY0SNQAWhVEyB-Ye3PA"" that were modified before or after April 8, 2022, 2:07:24 PM."
[ds6w:resourceUid]:(98856597-af2d-4e88-a84c-d5a75ac9f063 OR bcb24ee8-a819-4dcd-9614-009f067b9f3e),Find resources with resource UID 98856597-af2d-4e88-a84c-d5a75ac9f063 or bcb24ee8-a819-4dcd-9614-009f067b9f3e.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:gqgvUaoXQSSDx28RtJr9AA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-03-15 10:10:31"") OR ([ds6w:modified]>""2018-03-30 17:01:36"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:gqgvUaoXQSSDx28RtJr9AA"" that were modified before March 15, 2018, 10:10:31 or after March 30, 2018, 17:01:36."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:Q7JV7bwCQeW-HH16RnLzjA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-03-23 09:42:30"") OR ([ds6w:modified]>""2024-05-13 06:26:42"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:Q7JV7bwCQeW-HH16RnLzjA"" created before March 23, 2023, or after May 13, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:sKTwuEqTS32HHsJ-sZSmzQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-10-10 14:05:39"") OR ([ds6w:modified]>""2018-10-10 14:05:39"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:sKTwuEqTS32HHsJ-sZSmzQ"" that were modified before or after October 10, 2018, 2:05:39 PM."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:78"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:h2YmHKxQQbiYnW0sL1-znA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-07-20 22:38:29"") OR ([ds6w:modified]>""2020-10-20 20:47:37"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:h2YmHKxQQbiYnW0sL1-znA"" that were modified before July 20, 2020, 22:38:29 or after October 20, 2020, 20:47:37."
[ds6w:resourceUid]:(300d134d-e353-4340-8689-781c8d73bc43),Find the resource with the UID 300d134d-e353-4340-8689-781c8d73bc43.
[ds6w:resourceUid]:(b643532d-883a-4533-9772-e18fcee5af57 OR 2a97ba88-3885-468e-86fa-95e38747ae04 OR ee476acc-b41d-4b37-918d-f279c9a885da OR 0ed18425-47f9-44a9-84f3-aad4cfeb55e0 OR 8effdb45-67a7-4b5b-8152-cf264d9e89d5 OR 0d628b01-8b9c-4de7-a1e0-1f0c3373c1ae OR f67d8c29-62f4-4787-b638-6a4c5ee14a18 OR 44c214ac-f5d5-43a3-872b-823b5ad7f225),"Find resources with resource UIDs b643532d-883a-4533-9772-e18fcee5af57, 2a97ba88-3885-468e-86fa-95e38747ae04, ee476acc-b41d-4b37-918d-f279c9a885da, 0ed18425-47f9-44a9-84f3-aad4cfeb55e0, 8effdb45-67a7-4b5b-8152-cf264d9e89d5, 0d628b01-8b9c-4de7-a1e0-1f0c3373c1ae, f67d8c29-62f4-4787-b638-6a4c5ee14a18, or 44c214ac-f5d5-43a3-872b-823b5ad7f225."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:mu2VMY4uRjSAl4dNpCiuMA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-10-16 09:11:50"") OR ([ds6w:modified]>""2021-07-13 08:04:26"")))","Find all posts, ideas, or questions from the community ""swym:215dsi0708:DSEXT001:community:mu2VMY4uRjSAl4dNpCiuMA"" created before October 16, 2020, 9:11:50 AM or after July 13, 2021, 8:04:26 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2RsEPvsES4SyFLMimMldPA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-05-23 14:43:36"") OR ([ds6w:modified]>""2024-05-20 10:39:41"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:2RsEPvsES4SyFLMimMldPA"" that were modified before May 23, 2019, 14:43:36 or after May 20, 2024, 10:39:41."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:1648"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:F73K_3q1TZqQ68cpJB2I6w"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:2480"")",Find the resource with the given UID.
"([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:fCqYlS98RUCOZl4ruqnWHw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1)))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:fCqYlS98RUCOZl4ruqnWHw"" with visibility set to 1."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:015J3_t8RFeMFMZGCOkvLw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-01-24 16:35:53"") OR ([ds6w:modified]>""2024-05-21 04:13:07"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:015J3_t8RFeMFMZGCOkvLw"" that were modified before January 24, 2020, 16:35:53 or after May 21, 2024, 04:13:07."
"([ds6w:type]:""pno:person"" AND (""YTQ"" OR ""XUO"" OR ""MLE3"" OR ""MMU8"" OR ""OPK"" OR ""CSN1"" OR ""SGO1"" OR ""YW5"" OR ""ZYN""))","Find all persons with type ""pno:person"" and responsible for one of the following: YTQ, XUO, MLE3, MMU8, OPK, CSN1, SGO1, YW5, or ZYN."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:9tQC7RnBSla2dGl2AsmKXw"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:JD6AZAfKRwCRjTPnoC3_wQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-10-24 08:30:57"") OR ([ds6w:modified]>""2024-05-13 08:39:41"")))","Find all posts, ideas, or questions in the community JD6AZAfKRwCRjTPnoC3_wQ, created between October 24, 2022, 08:30:57 and May 13, 2024, 08:39:41, by anyone."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:QjVzEkDuSdG8jGyp6zMw2w"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-02-15 08:42:59"") OR ([ds6w:modified]>""2023-08-01 08:56:31"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:QjVzEkDuSdG8jGyp6zMw2w"" that were modified before February 15, 2021, or after August 1, 2023."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:lYl3iLqiTseA2qHXrRNf8Q"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-06-19 10:05:24"") OR ([ds6w:modified]>""2023-07-12 08:51:05"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:lYl3iLqiTseA2qHXrRNf8Q"" that were modified before June 19, 2023, 10:05:24 or after July 12, 2023, 08:51:05."
NOT(physicalid:ABECBADF255E00005EA71F500017E1DA),Find me all physical products that do not have the physical ID ABECBADF255E00005EA71F500017E1DA.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:Awz2gWsbQdOWZ9eVlS5ECw"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:JgN_4ughSP6WsFW5wmKrvQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-11-24 11:18:36"") OR ([ds6w:modified]>""2022-03-04 14:10:13"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:JgN_4ughSP6WsFW5wmKrvQ"" that were modified between November 24, 2020, 11:18:36 and March 4, 2022, 14:10:13."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:QysZFxazSmSz2sLn3ZXzVA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-08-09 15:16:13"") OR ([ds6w:modified]>""2023-08-22 15:23:09"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:QysZFxazSmSz2sLn3ZXzVA"" that were modified between August 9, 2023, and August 22, 2023."
[ds6w:label]:Schindler*,"Find documents or products with a label containing ""Schindler""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:7o1KBxiwR-KY3AR9nGaYIA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-03-21 13:13:36"") OR ([ds6w:modified]>""2024-05-09 04:10:01"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:7o1KBxiwR-KY3AR9nGaYIA"" that were modified before March 21, 2018, or after May 9, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:Qblb_IiHQ9SvhLfD2ao8AQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-10-24 16:52:33"") OR ([ds6w:modified]>""2020-10-06 12:45:14"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:Qblb_IiHQ9SvhLfD2ao8AQ"" that were modified between October 24, 2019, 16:52:33 and October 6, 2020, 12:45:14."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:AVbuU7ugSjK679RvnDKZ4g"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-07-21 12:31:23"") OR ([ds6w:modified]>""2022-08-19 13:15:06"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:AVbuU7ugSjK679RvnDKZ4g"" that were modified before July 21, 2021, 12:31:23 or after August 19, 2022, 13:15:06."
"NOT(physicalid:CF9A9B49FBE70C006613F6300000359A)AND NOT(type == ""Workspace Vault"")","Find all physical products that are not CF9A9B49FBE70C006613F6300000359A and are not of type ""Workspace Vault""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:AeqKjSnJQbq5dke5DiAFMg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-03-27 10:38:35"") OR ([ds6w:modified]>""2024-05-16 08:01:20"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:AeqKjSnJQbq5dke5DiAFMg"" that were created before March 27, 2020, 10:38:35 AM or after May 16, 2024, 8:01:20 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:UfrLn6zWTVyfaoLJI7nt9Q"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-10-15 14:31:04"") OR ([ds6w:modified]>""2024-05-20 07:04:06"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:UfrLn6zWTVyfaoLJI7nt9Q"" that were modified before October 15, 2021, 2:31 PM or after May 20, 2024, 7:04 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:cHA-a8MpSTi_yfLbGd--8w"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-10-30 15:02:51"") OR ([ds6w:modified]>""2024-05-01 09:28:27"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:cHA-a8MpSTi_yfLbGd--8w"" that were modified before October 30, 2023, 15:02:51 or after May 1, 2024, 09:28:27."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:ouIgV-b-SNqxu2bOLO_61g"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-11-18 15:08:34"") OR ([ds6w:modified]>""2022-06-09 08:18:21"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:ouIgV-b-SNqxu2bOLO_61g"" that were modified before November 18, 2020, 15:08:34 or after June 9, 2022, 08:18:21."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1876"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-06-02 19:04:43"") OR ([ds6w:modified]>""2024-05-17 08:56:56"")))","Find all posts, ideas, or questions in the community 1876, created between June 2, 2016, and May 17, 2024, that are contained in the container with UID swym:215dsi0708:DSEXT001:community:1876."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:9Cb-gtooTve5nEMZqAt8uA"")",Find the resource with the given UID.
(owner:tsi21 OR username:tsi21),Find me all entities owned or created by tsi21.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:g-mPlJCJQu6MBPQj3n5-9A"")",Find the resource with the given UID.
[ds6w:label]:support*,"Find me all documents with labels containing the word ""support""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1034"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2013-04-18 16:37:51"") OR ([ds6w:modified]>""2023-06-27 15:47:31"")))","Find all posts, ideas, or questions in the community 1034, created between 2013-04-18 16:37:51 and 2023-06-27 15:47:31, or modified within that time frame."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:3zf0a0P3Rc6VgS_wm2uJmA"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:PV4JThTlQmidQJpooiLtZQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-04-29 12:03:23"") OR ([ds6w:modified]>""2024-05-20 14:19:57"")))","Find all posts, ideas, or questions in the community PV4JThTlQmidQJpooiLtZQ, created before April 29, 2019, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:f7i7j9ktQF6Rh5sFkVG9_g"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-03-28 13:03:44"") OR ([ds6w:modified]>""2024-05-17 21:07:29"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:f7i7j9ktQF6Rh5sFkVG9_g"" that were modified before March 28, 2020, 13:03:44 or after May 17, 2024, 21:07:29."
[ds6w:resourceUid]:(524dfdaa-b95e-4b52-a845-10ee8381dc78 OR c97ff1f7-e805-4cf3-8e71-4d28f170568b),Find resources with resource UIDs 524dfdaa-b95e-4b52-a845-10ee8381dc78 or c97ff1f7-e805-4cf3-8e71-4d28f170568b.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:938"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:HMfrciUITiaEX_enm-p27w"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-06-23 09:19:05"") OR ([ds6w:modified]>""2023-11-09 11:16:58"")))","Find all posts, ideas, or questions in the community HMfrciUITiaEX_enm-p27w that were modified between June 23, 2023, 09:19:05 and November 9, 2023, 11:16:58."
[ds6w:resourceUid]:(6ea0bf4b-69b6-4f38-8879-29d138ca9ebf OR 2579a8bc-d069-4f0f-98c7-29f7deb52605 OR 74b1dc2b-01e5-4e59-af2c-25dfedc6a770 OR 0eddcb5a-198d-41ed-8057-94a60ebf38a8 OR ddc2e9f2-7157-4e83-8eb2-b8bec9c248ac OR 5c846991-c340-48b1-83b7-0305d2d24f10),"Find resources with resource UIDs 6ea0bf4b-69b6-4f38-8879-29d138ca9ebf, 2579a8bc-d069-4f0f-98c7-29f7deb52605, 74b1dc2b-01e5-4e59-af2c-25dfedc6a770, 0eddcb5a-198d-41ed-8057-94a60ebf38a8, ddc2e9f2-7157-4e83-8eb2-b8bec9c248ac, or 5c846991-c340-48b1-83b7-0305d2d24f10."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:nRhQGWRNRtu8O4ghwC7ZtA"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:2442"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:ej3GpT05Qaam0UwdQ_4oBg"")",Find the resource with the given UID.
[ds6w:resourceUid]:(a1d8f1b4-07df-4051-ac95-76d6b38f8203),Find the resource with the UID a1d8f1b4-07df-4051-ac95-76d6b38f8203.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:OxvQgE3eSLiGgZN8m-WPsA"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:ky5jS-SAT3CuO-563sSLeA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-03-26 13:07:25"") OR ([ds6w:modified]>""2022-04-11 12:39:08"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:ky5jS-SAT3CuO-563sSLeA"" that were modified between March 26, 2021, 13:07:25 and April 11, 2022, 12:39:08."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:206"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:d704grY4SQ6Sk3y8fD4hdQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-12-15 15:54:09"") OR ([ds6w:modified]>""2024-05-09 16:29:59"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:d704grY4SQ6Sk3y8fD4hdQ"" that were modified before December 15, 2022, 3:54:09 PM or after May 9, 2024, 4:29:59 PM."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:13JuaJQRSPSSdW5XrB2AWQ"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:LXxFk9YjSK-8BZ3ZdcRdeQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-03-01 16:05:19"") OR ([ds6w:modified]>""2024-05-10 02:42:05"")))","Find all posts, ideas, or questions in the community LXxFk9YjSK-8BZ3ZdcRdeQ, created before March 1, 2022, or after May 10, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:5fQ33a6ST8eJorbY17jVTw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-12-17 12:54:54"") OR ([ds6w:modified]>""2024-05-20 07:23:59"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:5fQ33a6ST8eJorbY17jVTw"" that were modified before December 17, 2020, 12:54:54 or after May 20, 2024, 07:23:59."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:NOMxtOMuReKxgJSdSOnB-Q"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-05-18 13:05:30"") OR ([ds6w:modified]>""2024-05-15 09:37:45"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:NOMxtOMuReKxgJSdSOnB-Q"" that were modified before May 18, 2020, 13:05:30 or after May 15, 2024, 09:37:45."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:t_npHYbrTbmw5nMlIlzigA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-01-11 15:02:06"") OR ([ds6w:modified]>""2024-05-17 19:03:23"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:t_npHYbrTbmw5nMlIlzigA"" that were modified before January 11, 2021, 15:02:06 or after May 17, 2024, 19:03:23."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:ywK9SdnXR3uE_8GlhFtR6g"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:ayItHWLzT9uD56sMQaA-mQ"")",Find the resource with the given UID.
